SURFACE_COND_DESC,ATMOSPH_COND_DESC,ROAD_GEOMETRY_DESC,AGE_GROUP_MODE,LIGHT_CONDITION,VEHICLE_AGE_NORM,TOTAL_OCCUPANTS_NORM,CRASH_COUNT,ROAD_RISK,ATM_RISK,WEATHER_RISK,CLUSTER
Icy,Snowing,Not at intersection,30-39,3,0.1822033898305084,0.625,1,3.0,3.0,6.0,6
Snowy,Raining,Not at intersection,30-39,3,0.1822033898305084,0.625,1,3.0,1.0,4.0,6
Snowy,Snowing,Not at intersection,30-39,3,0.1822033898305084,0.625,1,3.0,3.0,6.0,6
